CODIGO;DESCRIPCION;EXISTENCIA;PRECIO;EMPRESA
FRIC-EN;FRICCION MOTO EN GN PULSAR FREDOM LOCIN;0.00 ;33.5000 ;KAIROS
FRIC-NAVI;FRICCION NAVI;0.00 ;33.0000 ;KAIROS
FUS-10A;FUSIBLE DE ESPIGA 10AMP;1,100.00 ;0.4100 ;KAIROS
FUS-15A;FUSIBLE DE ESPIGA 15AMP;1,200.00 ;0.4100 ;KAIROS
FUS-20A;FUSIBLE DE ESPIGA 20AMP;2,000.00 ;0.4100 ;KAIROS
FUS-25A;FUSIBLE DE ESPIGA 25AMP;400.00 ;0.4100 ;KAIROS
FUS-30A;FUSIBLE DE ESPIGA 30AMP;-100.00;0.4100 ;KAIROS
FUS-35A;FUSIBLE DE ESPIGA 35AMP;200.00 ;0.4100 ;KAIROS
FUS-ESPMAX-30A;FUSIBLE DE ESPIGA MAXI DE 30 AMPERIOS;25.00 ;4.0000 ;KAIROS
FUS-ESPMAXI-100A;FUSIBLE DE ESPIGA MAXI DE 100 AMPERIOS;27.00 ;4.0000 ;KAIROS
FUS-ESPMAXI-40A;FUSIBLE DE ESPIGA MAXI DE 40 AMPERIOS;12.00 ;4.0000 ;KAIROS
FUS-ESPMAXI-50A;FUSIBLE DE ESPIGA MAXI DE 50 AMPERIOS;17.00 ;4.0000 ;KAIROS
FUS-ESPMAXI-60A;FUSIBLE DE ESPIGA MAXI DE 60 AMPERIOS;17.00 ;4.0000 ;KAIROS
FUS-ESPMAXI-80A;FUSIBLE DE ESPIGA MAXI DE 80 AMPERIOS;17.00 ;4.0000 ;KAIROS
FUS-MINESP10;FUSIBLE DE ESPIGA MINI 10AMP;0.00 ;0.4400 ;KAIROS
FUS-MINESP15;FUSIBLE DE ESPIGA MINI 15AMP;0.00 ;0.4400 ;KAIROS
FUS-MINESP20;FUSIBLE DE ESPIGA MINI 20AMP;100.00 ;0.4400 ;KAIROS
FUS-MINESP25;FUSIBLE DE ESPIGA MINI 25AMP;200.00 ;0.4500 ;KAIROS
FUS-MINESP30;FUSIBLE DE ESPIGA MINI 30 AMP;0.00 ;0.4500 ;KAIROS
FUS-SM20;FUSIBLE DE ESPIGA SUPER MINI 20AMP;0.00 ;0.9500 ;KAIROS
FUS-SM25;FUSIBLE DE ESPIGA SUPER MINI 25AMP;100.00 ;0.9500 ;KAIROS
FUS-TER20A;FUSIBLE TERMICO 20AMP;0.00 ;20.0000 ;KAIROS
FUS-V15AMP;FUSIBLE DE VIDRIO DE 15AMP;2,700.00 ;0.4700 ;KAIROS
FUS-V20AMP;FUSIBLE DE VIDRIO DE  20AMP;2,900.00 ;0.4700 ;KAIROS
FUS-V25AMP;FUSIBLE DE VIDRIO DE  25 AMP;0.00 ;0.4700 ;KAIROS
FUS-V30AMP;FUSIBLE DE VIDRIO DE  30AMP;300.00 ;0.4700 ;KAIROS
FUS-VID10AMP;FUSIBLE VIDRIO 10AMP;3,000.00 ;0.4700 ;KAIROS
GA-1000;GANCHO COMPUERTA TOYOTA HILUX NEGRO;49.00 ;24.0000 ;KAIROS
GRAS-10MM-C;GRASERA 10MM A 45 GRADOS;260.00 ;4.0000 ;KAIROS
GRAS-10MM-R;GRASERA 10MM RECTA;125.00 ;3.0000 ;KAIROS
GRAS-6MM-C;GRASERA 6MM 45GRADOS;-11.00;3.0000 ;KAIROS
GRAS-6MM-R;GRASERA 6MM RECTA;175.00 ;2.0000 ;KAIROS
GRAS-8MM-R;GRASERA 8MM RECTA;99.00 ;2.0000 ;KAIROS
GUAR-BAJ;GUARDAFANGO BAJAJ DE MOTO;1.00 ;16.0000 ;KAIROS
GUAR-D2WD;GUARDAFANGO DE HULE DELANTERO TOYOTA 2WD KIT;5.00 ;41.0000 ;KAIROS
GUAR-D4WD;GUARDAFANGO PICK UP DELANTERO 4WD L-2225;10.00 ;60.0000 ;KAIROS
GUAR-D4WDTOY;GUARDAFANGO DEL CAUCHO LETRAS TOYOTA 4WD KIT;5.00 ;60.0000 ;KAIROS
GUARDP-CGL125;GUARDA POLVO CGL125 31MM;22.00 ;23.0000 ;KAIROS
GUARDP-GN125;GUARDA POLVO GN25 32MM;90.00 ;23.0000 ;KAIROS
GUAR-H-ALA;GUARDAFANGO HONDA LOGO ALAS DE MOTO;0.00 ;17.0000 ;KAIROS
GUAR-IT;GUARDAFANGO ITALIKA DE MOTO;4.00 ;17.0000 ;KAIROS
GUAR-S;GUARDAFANGO SUZUKI DE MOTO;0.00 ;17.0000 ;KAIROS
GUAR-T2WD;GUARDAFANGO HULE RECTANG. TRASERO TOYOTA 2WD;5.00 ;48.0000 ;KAIROS
GUAR-T4WD;GUARDA FANGO DE HULE PICKUP 4X4 TRASERO;0.00 ;60.0000 ;KAIROS
GUAR-T4WDTOY;GUARDAFANGO TRAS. CAUCHO LETRAS TOYOTA 4WD KIT;11.00 ;60.0000 ;KAIROS
GUT-21;CRUZ TRANSMISION 22R;40.00 ;50.0000 ;KAIROS
GV-AN;GUIA DE VALVULA DE AN;10.00 ;27.0000 ;KAIROS
GV-EN;GUIA DE VALVULA EN;12.00 ;29.0000 ;KAIROS
H-4656-L;SILVIN LED CUADRADO PEQUEÑO 3 ESPIGAS;0.00 ;210.0000 ;KAIROS
H-6014L-720;SILVIN REDONDO LED GRANDE #720;0.00 ;180.0000 ;KAIROS
H-6052EUB;KIT DE SILVIN CUADRADO GRANDE EURO BOMBILLA CAMBIABLE B;0.00 ;155.0000 ;KAIROS
H-6054-12V;SEALVIN CUADRADO HALOGENO GRANDE 12V NORMAL;0.00 ;60.0000 ;KAIROS
HID-H4;KIT BOMBILLA XENON;0.00 ;265.0000 ;KAIROS
HID-MOTO;KIT HID DE MOTO;1.00 ;170.0000 ;KAIROS
HULE-ESP;HULE DE ESCAPE;0.00 ;3.0000 ;KAIROS
HULE-EST/NAVI;HULE DE ESTRIBO PARA NAVI;0.00 ;59.0000 ;KAIROS
HUL-ESTR/CGL;HULE DE ESTRIBO PARA CGL (PAR);0.00 ;16.0000 ;KAIROS
HULE-TANQ-GN;HULE DE TANQUE JUEGO GN;0.00 ;8.9000 ;KAIROS
HUL-TOR-A;HULE PARA TORNILLO ESTABILIZADOR AMARILLO;200.00 ;4.6000 ;KAIROS
IH-738;REGULADOR 12V NISSAN 98-02;0.00 ;185.0000 ;KAIROS
IHR-778;RECTIFICADOR ALTERNADOR NISSAN 95-99;0.00 ;180.0000 ;KAIROS
IHR-787;RECTIFICADOR ALTERNADOR NISSAN 02-06;0.00 ;180.0000 ;KAIROS
IN-920;REGULADOR 12 HINO 84-97;0.00 ;240.0000 ;KAIROS
INR-402BB;PLACA DE DIODOS RUNNER 1GR;0.00 ;250.0000 ;KAIROS
INR-429;RECTIFICADOR 12V HONDA 03-06;0.00 ;195.0000 ;KAIROS
INR-720;RECTIFICADOR 12 INR 720 PARA ALTERNADOR  22R RED/OLV;0.00 ;195.0000 ;KAIROS
INR-731P;RECTIFICADOR 12V TOYOTA;0.00 ;225.0000 ;KAIROS
IY-704;REGULADOR DE ALTERNADOR 24V;0.00 ;198.0000 ;KAIROS
KIT-AGUJ-C110;KIT DE AGUJAS C110;3.00 ;30.0000 ;KAIROS
KIT-AGUJ-DISCOV125;KIT DE AGUJAS DISCOVERI125;2.00 ;35.0000 ;KAIROS
KIT-AGUJ-GY6125;KIT DE AGUJAS GY6 125;20.00 ;22.0000 ;KAIROS
KIT-AGUJ-PUL135;KIT DE AGUJAS PULSAR135;10.00 ;42.0000 ;KAIROS
KIT-AGUJ-PUL180;KIT DE AGUJAS PULSAR180;4.00 ;45.0000 ;KAIROS
KIT-AGUJ-PUL200NS;KIT DE AGUJAS PULSAR 200NS;0.00 ;45.0000 ;KAIROS
KIT-BSN/AX100;BUSHING DE MULETA CON EJE AX100 12.5/24/44;4.00 ;30.0000 ;KAIROS
KIT-BSN/BM150;BUSHING DE MULETA CON EJE  BM150 FREDOM 150 26MM;8.00 ;38.0000 ;KAIROS
KIT-BSN/C110;BUSHING DE MULETA CON EJE CD110 DY110 10.5/23/35;6.00 ;33.0000 ;KAIROS
KIT-BSN/CG200;BUSHING DE MULETA CON EJE GY200,DAKAR,CG200;0.00 ;70.0000 ;KAIROS
KIT-BSN/CGL125;BUSHING DE MULETA CON EJE CGL 12.5/25/45;0.00 ;43.0000 ;KAIROS
KIT-BSN/EN-GN;BUSHING DE MULETA CON EJE EN GN;90.00 ;48.0000 ;KAIROS
KIT-BSN/XR;BUSHING DE MULETA CON EJE XR 20/31/20;0.00 ;55.0000 ;KAIROS
KIT-BSN/YBR;BUSHING DE MULETA CON EJE YBR 14/24/45;5.00 ;59.0000 ;KAIROS
KIT-BUSH-CG125;BUSHING DE ARO TRASERO. CG,XL,KYMCO,DAKAR 9-24-17.5;4.00 ;33.0000 ;KAIROS
KITCIL-AN125;KIT CILINDRO 54MM AN125;10.00 ;275.0000 ;KAIROS
KITCIL-AX4;KIT CILINDRO DE AX4;6.00 ;350.0000 ;KAIROS
KITCIL-FT125-IT;KIT DE CILINDRO MOTO CG 125CC N FT125, CGL125 E0304KC03;11.00 ;230.0000 ;KAIROS
KITCIL-GN125;KIT CILINDRO GN125;2.00 ;345.0000 ;KAIROS
KITCIL-GTK125-IT;KIT DE CILINDRO MOTO GTK 125 ITALIK E03030050;26.00 ;225.0000 ;KAIROS
KITCIL-GY6-125;KIT CILINDRO GY6 125;2.00 ;199.0000 ;KAIROS
KITCIL-GY6125-IT;KIT DE CILINDRO MOTO GY6 125 ITALIK E0304KC06;34.00 ;180.0000 ;KAIROS
KITCIL-GY6-150;KIT CILINDRO GY6 150;4.00 ;199.0000 ;KAIROS
KITCIL-GY6150-IT;KIT DE CILINDRO MOTO GY6 150 ITALIK E0304KC01;8.00 ;185.0000 ;KAIROS
KITCIL-NAVI;KIT DE CILINDRO NAVI;5.00 ;250.0000 ;KAIROS
KITCIL-NXR125BROS;KIT CILINDRO NXR125 BROS;0.00 ;325.0000 ;KAIROS
KITCIL-RAY-Z;KIT CILINDRO RAY-Z;3.00 ;299.0000 ;KAIROS
KITCIL-VIVIO;KIT CILINDRO VIVIO,WH150;5.00 ;250.0000 ;KAIROS
KITCIL-WAVE110S;KIT CILINDRO WAVE-110S;3.00 ;305.0000 ;KAIROS
KITCIL-WH125;KIT CILINDRO WH125 BIT,ELITE 2022;4.00 ;270.0000 ;KAIROS
KITCIL-YBR;KIT CILINDRO YBR 125;0.00 ;350.0000 ;KAIROS
KIT-DADO/AN;DADO AUTOMATICO AN;103.00 ;18.0000 ;KAIROS
KIT-DADO-CYGNUS;DADO AUTOMATICO CYGNUS125;9.00 ;22.0000 ;KAIROS
KIT-DADO-GY6;DADO AUTOMATICO GY6;32.00 ;19.0000 ;KAIROS
KIT-DADO-RAY-Z;DADO AUTOMATICO RAY-Z;16.00 ;16.0000 ;KAIROS
KIT-DAM-TOR-SEM;KIT DAMPER CON TORNILLOS SPROKET SEMI;20.00 ;24.0000 ;KAIROS
KITDES-6PZS;KIT DESARMADORES 6 PCZ (3PLANOS 3 EN CLRUZ);0.00 ;50.0000 ;KAIROS
KIT-LAGP-R/N;KIT DE LAGARTOS PEQUE. R/N 20AMP;0.00 ;6.0000 ;KAIROS
KIT-LAG-R/N;KIT DE LAGARTOS GRANDE  R/N 100AMP;5.00 ;15.0000 ;KAIROS
KIT-PALVEL-22R;KIT DE PALANCA DE VELOCIDADES TYT 79-95;0.00 ;22.0000 ;KAIROS
KIT-PIST/AN;KIT DE PISTON AN 125;0.00 ;87.0000 ;KAIROS
KIT-PIST/CG125;KIT DE PISTON CG125 CGL125, FT125;2.00 ;72.0000 ;KAIROS
KIT-PIST/CG150;KIT DE PISTON CG150;10.00 ;74.0000 ;KAIROS
KIT-PIST/CT100;KIT DE PISTON CT100;2.00 ;72.0000 ;KAIROS
KIT-PIST/DAKAR150;KIT DE PISTON DAKAR 150;10.00 ;74.0000 ;KAIROS
KIT-PIST/DAKAR200;KIT DE PISTON DAKAR 200;1.00 ;92.0000 ;KAIROS
KIT-PIST/DISC100;KIT DE PISTON DISCOVER100 BM100;2.00 ;86.0000 ;KAIROS
KIT-PIST/DISC125;KIT DE PISTON DISCOVERY125 125CM3;2.00 ;137.0000 ;KAIROS
KIT-PIST/DISC135;KIT DE PISTON DISCOVERY135;6.00 ;77.0000 ;KAIROS
KIT-PIST/GY6150;KIT DE PISTON GY6 150;0.00 ;74.0000 ;KAIROS
KIT-PIST/PUL180;KIT DE PISTON PULSAR 180;3.00 ;77.0000 ;KAIROS
KIT-REPLLAN;KIT PARA REPARAR LLANTAS;0.00 ;29.0000 ;KAIROS
KIT-REPMORD/GN;KIT DE REPARACION DE MORDAZA DE GN;2.00 ;18.0000 ;KAIROS
KIT-S/AX100;KIT DE SELLOS AX-100;0.00 ;25.0000 ;KAIROS
KIT-S/C110;KIT DE SELLOS  C110;25.00 ;19.0000 ;KAIROS
KIT-S/CG125;KIT DE SELLOS CG-125;72.00 ;18.0000 ;KAIROS
KIT-S/CG150;KIT DE SELLOS CG-150;27.00 ;18.0000 ;KAIROS
KIT-S/GY6;KIT DE SELLOS GY6-125;0.00 ;18.0000 ;KAIROS
KIT-S-AN;KIT DE SELLOS AN-125;5.00 ;25.0000 ;KAIROS
KIT-S-GIX;KIT DE SELLOS  GIXXER;10.00 ;45.0000 ;KAIROS
KIT-S-GN125;KIT DE SELLOS GN125 EN125;39.00 ;27.0000 ;KAIROS
KIT-S-NS200;KIT DE SELLOS NS-200;8.00 ;20.0000 ;KAIROS
KITSPRO-AVATAR-BJ;KIT SPROKET + TORNILLO AVATAR200CC,BROZMOVESA,THOR200 50T-17T/428H-136L BJ;6.00 ;110.0000 ;KAIROS
KITSPRO-AX100-BJ;KIT SPROKET + TORNILLO AX-100 42T/13T/428H/116L BJ;8.00 ;95.0000 ;KAIROS
KITSPRO-AX100-GIR;KIT SPROKET PARA AX100  42T/14T/428H-124;4.00 ;95.0000 ;KAIROS
KITSPRO-BROS150;KIT SPROKET PARA BROS150,XR150 (50T/17T, 428H-136L);9.00 ;142.0000 ;KAIROS
KITSPRO-DAKAR;KIT SPROKET PARA DAKAR,JIALING 125;0.00 ;145.0000 ;KAIROS
KITSPRO-EN125;KIT DE SPROKET COMPLETO  EN 125 (45T/14T, 428H-124L) DID;0.00 ;120.0000 ;KAIROS
KITSPRO-EN125-BJ;KIT DE SPROKET + TORNILLO EN 125 45T/14T/428H-124L BJ;17.00 ;95.0000 ;KAIROS
KITSPRO-FIRE125-BJ;KIT DE SPROKET + TORNILLO FRED. FIRE125 42T/14/428H/124L BJ;0.00 ;95.0000 ;KAIROS
KITSPRO-GIX;KIT SPROKET PARA GIXXER (45T/14T, 428H-136L);10.00 ;142.0000 ;KAIROS
KITSPRO-GN125;KIT DE SPROKET COMPLETO  GN125,EN 42T/14T/428H-124;28.00 ;140.0000 ;KAIROS
KITSPRO-GN125-BJ;KIT DE SPROKET + TORNILLO GN125,EN 42T/14T/428H-124L BJ;5.00 ;95.0000 ;KAIROS
KITSPRO-YBR125;KIT DE SPROKET COMPLETO D.I.D YBR125;2.00 ;115.0000 ;KAIROS
KITSPRO-YBR-GIR;KIT DE SPROKET PARA  YBR125 42T/14T/428H-124;2.00 ;105.0000 ;KAIROS
KIT-S-XR150;KIT DE SELLOS XR150,CBF150;20.00 ;30.0000 ;KAIROS
KIT-S-YBR125;KIT DE SELLOS YBR-125;12.00 ;22.5000 ;KAIROS
KITTIEM-SEMI;KIT DE TIEMPO DE SEMI;0.00 ;31.0000 ;KAIROS
LAMP-1PUL-A;"LAMPARITA REDONDA DE 1"" COLOR AMARILLA";50.00 ;16.0000 ;KAIROS
LAMP-1PUL-R;"LAMPARITA REDONDA DE 1"" COLOR ROJO";50.00 ;16.0000 ;KAIROS
LAMP-PAN-A;LAMPARA DOS BOMBILLAS PANITO AMARILLO;0.00 ;8.0000 ;KAIROS
LAMP-PAN-R;LAMPARA DOS BOMBILLAS PANITO ROJO;50.00 ;8.0000 ;KAIROS
LAMPSTOP-DISC135;LAMPARA DE STOP DISCOVER 135;10.00 ;40.0000 ;KAIROS
LAMPSTOP-GNF;LAMPARA DE STOP  PARA GN-125F;7.00 ;79.0000 ;KAIROS
LAMPSTOP-GNH;LAMPARA DE STOP  PARA GN-125 H;3.00 ;69.0000 ;KAIROS
LAMPSTOP-NAVI;LAMPARA DE STOP NAVI;3.00 ;109.0000 ;KAIROS
LAMP-U3;LAMPARA UNIVERSAL 3 COLORES;0.00 ;63.0000 ;KAIROS
LED-1034;LED 1034 COLORES AZUL,BLANCO Y ROJO;4.00 ;25.0000 ;KAIROS
LED-1073;LED 1073 COLORES AZUL,BLANCA Y AMARILLA;0.00 ;25.0000 ;KAIROS
LED-9004J;LED 9004 JUEGO PARA CARRO;2.00 ;100.0000 ;KAIROS
LED-9005J;LED 9005 JUEGO PARA CARRO #387;3.00 ;100.0000 ;KAIROS
LED-9006J;LED 9006 JUEGO PARA CARRO #388;0.00 ;100.0000 ;KAIROS
LED-BRH4;LED BASE NARANJA H4 FLASHO;33.00 ;45.0000 ;KAIROS
LED-BRH6;LED BASE NARANJA H6 FLASHO;67.00 ;45.0000 ;KAIROS
LED-C5L;BASE DE 5 LED BASE H4/H6;10.00 ;95.0000 ;KAIROS
LED-C8L;BASE DE 8 LED CON ADAPTADORES H4,H6 MOTO;3.00 ;135.0000 ;KAIROS
LED-H11J;LED H11 JUEGO PARA CARRO #451;0.00 ;100.0000 ;KAIROS
LED-H1J;LED H1 JUEGO PARA CARRO;0.00 ;100.0000 ;KAIROS
LED-H4COR;LED H4 ESTILO CORONA COLOR BLANCO;0.00 ;70.0000 ;KAIROS
LED-H4ECO;LED H4 ECONOMICA BLANCA  ALTA / BAJA;35.00 ;27.0000 ;KAIROS
LED-H4J;LED H4 JUEGO PARA CARRO/MOTO;45.00 ;100.0000 ;KAIROS
LED-H4L-B/A;BOMBILLA LED H4 LUPA BLANCO /AMARILLO;16.00 ;40.0000 ;KAIROS
LED-H4LUJO;LED H4 JUEGO LUJO ALTO RENDIMIENTO PARA CARRO/MOTO;0.00 ;340.0000 ;KAIROS
LED-H61PCOR;LED DE H6 UN PICO CORONA;4.00 ;70.0000 ;KAIROS
LED-H6COR;LED H6 ESTILO CORONA COLOR;0.00 ;79.0000 ;KAIROS
LED-H6ECO;LED H6 ECONOMICA BLANCA  ALTA / BAJA;0.00 ;27.0000 ;KAIROS
LED-H6L-B/A;BOMIBLLA LED H6 LUPA BLANCO /AMARILLO;0.00 ;40.0000 ;KAIROS
LED-H7J;LED H7 JUEGO PARA CARRO;1.00 ;100.0000 ;KAIROS
LED-HJ;LED H JUEGO PARA CARRO/MOTO;0.00 ;100.0000 ;KAIROS
LF-CUA-MED;LAMPARA LED ALTA INTESIDAD 4 CUADRADA CON LUZ MEDIA;0.00 ;65.0000 ;KAIROS
LF-RED;LAMPARA LED ALTA INTESIDAD 4 1/2 27W REDONDA;0.00 ;60.0000 ;KAIROS
LF-RED-MED;LAMPARA LED ALTA INTESIDAD 4 REDONDA CON LUZ MEDIA;0.00 ;65.0000 ;KAIROS
LLANT-100-90-17ITK;LLANTA 100-90-17 ITALIK;2.00 ;295.0000 ;KAIROS
LLANT-110-100-18C;LLANTA 110-100-18 C;3.00 ;295.0000 ;KAIROS
LLANT-110-90-17ITK;LLANTA 110-90-17 ITALIK;2.00 ;305.0000 ;KAIROS
LLANT-90-90-17ITK;LLANTA 90-90-17 ITALIK;2.00 ;235.0000 ;KAIROS
LLAV-17MM;LLAVE DE COLA CORONA 17MM;-2.00;0.0000 ;KAIROS
LLAVCAND-AX100;LLAVE DE CANDELA AX100;8.00 ;16.0000 ;KAIROS
LLAVCAND-CGL125;LLAVE DE CANDELA CGL125;3.00 ;14.0000 ;KAIROS
LLAVCAND-GY6;LLAVE DE CANDELA GY6125;2.00 ;14.0000 ;KAIROS
LLAVCOP-Y;LLAVE DE COPA ESTILO Y (8,10,12);20.00 ;15.0000 ;KAIROS
LLAVPAS-AN;LLAVE DE PASO SUZ.AN;3.00 ;22.0000 ;KAIROS
LLAVPAS-AX100CF;LLAVE DE PASO AX-100,GN125,EN125 CON FILTRO;2.00 ;35.0000 ;KAIROS
LLAVPAS-GY6.150;LLAVE DE PASO GY6 150 3 PICOS;0.00 ;25.0000 ;KAIROS
LLAVPAS-GY6125;LLAVE DE PASO GY6 125 CON ROSCA;10.00 ;22.0000 ;KAIROS
LLAVPAS-YBR;LLAVE DE PASO YBR;0.00 ;60.0000 ;KAIROS
LLAV-SEG;LLAVE PARA TUERCA DE SEGURIDAD;0.00 ;9.0000 ;KAIROS
LLAV-SF-C12;"LLAVE SACA FILTRO DE CADENA MEDIA 12""";0.00 ;45.0000 ;KAIROS
LLAV-SF-C9;"LLAVE SACA FILTRO DE CADENA MEDIA 9""";0.00 ;30.0000 ;KAIROS
LLAV-VOLCGY;LLAVE DE VOLANTE DE CG TIPO Y;2.00 ;48.0000 ;KAIROS
LLAV-VOLGY6;LLAVE DE VOLANTE DE GY6;7.00 ;100.0000 ;KAIROS
LL-CRUZ;LLAVE EN CRUZ PARA CHUCHOS;5.00 ;50.0000 ;KAIROS
LOD-GND-C;LODERA PARA GN DELANTERA CROMADA;0.00 ;110.0000 ;KAIROS
LOD-GNFT-C;LODERA PARA GNF TRASERA  CROMADA;7.00 ;130.0000 ;KAIROS
LOD-NAVI-DEL;LODERA PARA NAVI DELANTERA;8.00 ;139.0000 ;KAIROS
LOD-NAVI-TRAS;LODERA PARA NAVI TRASERA;10.00 ;149.0000 ;KAIROS
LS-04;"ABRAZADERA INDUSTRIAL LMS-04 5.6-16mm o 5/8""";1,735.00 ;4.9300 ;KAIROS
LS-06;"ABRAZADERA INDUSTRIAL LMS-06 11-20mm O 3/4""";254.00 ;6.8200 ;KAIROS
LS-08;"ABRAZADERA INDUSTRIAL LS-08 13-24 mm O 15/16""";95.00 ;4.0500 ;KAIROS
LS-10;"ABRAZADERA INDUSTRIAL LS-10 14-27mm O 1 1/8""";309.00 ;6.8200 ;KAIROS
LS-12;"ABRAZADERA INDUSTRIAL LS-12 17-32 mm O 1 1/4""";31.00 ;4.0500 ;KAIROS
LS-16;"ABRAZADERA INDUSTRIAL LS-16 20-39 mm O 1 1/2""";1,339.00 ;4.0500 ;KAIROS
LS-20;"ABRAZADERA INDUSTRIAL LS-20 23-45 mm O 1 3/4""";24.00 ;4.0500 ;KAIROS
LS-24;"ABRAZADERA INDUSTRIAL LS-24 27-51 mm O 2""";346.00 ;4.2500 ;KAIROS
LS-28;"ABRAZADERA INDUSTRIAL LS-28 34-58 mm O 2 1/4""";651.00 ;4.6500 ;KAIROS
LS-32;"ABRAZADERA INDUSTRIAL LS-32 40-64 mm O 2 1/2""";467.00 ;4.6500 ;KAIROS
LS-36;"ABRAZADERA INDUSTRIAL LS-36 46-70 mm O 2 3/4""";203.00 ;5.1000 ;KAIROS
LS-40;"ABRAZADERA INDUSTRIAL LS-40 53-77 mm O 3""";153.00 ;6.2800 ;KAIROS
LS-44;"ABRAZADERA INDUSTRIAL LS-44 59-83 mm O 3 1/4""";128.00 ;6.5500 ;KAIROS
LS-48;"ABRAZADERA INDUSTRIAL LS-48 65-89 mm O 3 1/2""";0.00 ;7.1300 ;KAIROS
LS-52;"ABRAZADERA INDUSTRIAL LS-52 72-96 mm O 3 3/4""";27.00 ;7.3300 ;KAIROS
LS-56;"ABRAZADERA INDUSTRIAL LS-56 78-102 mm O 4 1/8""";0.00 ;7.9500 ;KAIROS
LS-60;"ABRAZADERA INDUSTRIAL LS-60 84-104 mm O 4 3/16""";25.00 ;8.7700 ;KAIROS
LS-64;"ABRAZADERA INDUSTRIAL LS-64 91-115 mm O 4 1/2""";0.00 ;8.7700 ;KAIROS
LS-72;"ABRAZADERA INDUSTRIAL LS-72 103-127 mm O 5""";23.00 ;8.9000 ;KAIROS
LS-88;"ABRAZADERA INDUSTRIAL LS-88 130-153 mm O 6""";83.00 ;9.9200 ;KAIROS
LS-96;"ABRAZADERA INDUSTRIAL LS-96 142-166 mm O 6 1/2""";18.00 ;10.2000 ;KAIROS
LS-KIT;KIT DE ABRAZADERAS 120 PCZ;0.00 ;350.0000 ;KAIROS
M250A;TERMINAL ELECTRICA MACHO AMBAR;600.00 ;0.3600 ;KAIROS
MAND-D-CGL;MANDO DERECHO CGL;0.00 ;42.0000 ;KAIROS
MAND-D-CT100;MANDO DE LUZ DERECHO BAJAJ CT100;8.00 ;49.0000 ;KAIROS
MAND-D-DAKAR;MANDO DERECHO PARA DAKAR;20.00 ;28.0000 ;KAIROS
MAND-D-GN;MANDO DERECHO GN;11.00 ;49.0000 ;KAIROS
MAND-D-YBR-ED;MANDO DER. YBR ED;0.00 ;50.0000 ;KAIROS
MAND-GNF-DER;MANDO DE GNF125 DERECHO;0.00 ;49.0000 ;KAIROS
MAND-GNF-IZQ;MANDO DE GNF125 IZQUIERDO;0.00 ;49.0000 ;KAIROS
MAND-I-AX100;MANDO DE LUZ IZQUIERDO AX100 CON MANECILLA;1.00 ;50.0000 ;KAIROS
MAND-I-AX4;MANDO DE LUZ IZQ. AX4;5.00 ;59.0000 ;KAIROS
MAND-I-CGL;MANDO IZQUIERDO CGL;10.00 ;45.0000 ;KAIROS
MAND-I-CT100;MANDO DE LUZ IZQUIERDO BAJAJ CT100;15.00 ;50.0000 ;KAIROS
MAND-I-GN;MANDO IZQUIERDO CON MANECILLA  GN;5.00 ;58.0000 ;KAIROS
MANE-1100;MANECILLA COMPUERTA TOYOTA 22R 84-88 NEGRO;20.00 ;39.0000 ;KAIROS
MANE-1200;MANECILLA COMPUERTA TOYOTA 22R 89-95 NEGRO;27.00 ;39.0000 ;KAIROS
MANE-1200C;MANECILLA COMPUERTA TOYOTA 22R 89-95 CROMADO;0.00 ;74.0000 ;KAIROS
MANE-AN/IZQ COMP;PORTA MANECILLA COMPLETA IZQ AN;16.00 ;63.0000 ;KAIROS
MANE-AN-IZQ;MANECILLA  AN IZQUIERDA ORG.;20.00 ;22.0000 ;KAIROS
MANE-AX100C;MANECILLA PARA MOTO AX-100 CLUTCH;60.00 ;12.0000 ;KAIROS
MANE-AX100F;MANECILLA PARA MOTO AX-100 FRENO;34.00 ;12.0000 ;KAIROS
MANE-AX4-C;MANECILLA PARA  AX4 GN125F  CLUTCH;15.00 ;20.0000 ;KAIROS
MANE-CB1-125C;MANECILLA DE CLUTCH CB1-125 / NAVI IZQ;90.00 ;12.0000 ;KAIROS
MANE-CB1-125F;MANECILLA DE FRENO CB1-125, NAVI DER.;106.00 ;12.0000 ;KAIROS
MANEC-DER-CGL;MANECILLA COMPLETA DERECHA FRENO CGL-125;0.00 ;35.0000 ;KAIROS
MANE-CG125C;MANECILLA PARA MOTO CG125 CLUTCH;60.00 ;11.0000 ;KAIROS
MANE-CG125F;MANECILLA PARA MOTO CG125 FRENO;64.00 ;11.0000 ;KAIROS
MANE-CGL125C;MANECILLA PARA MOTO CGL125 CLUTCH;74.00 ;14.0000 ;KAIROS
MANE-CGL125F;MANECILLA PARA MOTO CGL125 FRENO;32.00 ;14.0000 ;KAIROS
MANEC-NAVI-DER;MANECILLA COMPLETA NAVI DERECHA;11.00 ;39.0000 ;KAIROS
MANE-CROM;MANECILLA DE B2500 CROMADA;0.00 ;95.0000 ;KAIROS
MANE-GN125C;MANECILLA PARA MOTO GN125H CLUTCH;164.00 ;12.0000 ;KAIROS
MANE-GN125F;MANECILLA PARA MOTO GN125H Y F FRENO;82.00 ;12.0000 ;KAIROS
MANE-GNF-C;MANECILLA COMPLETA GNF  CLUTCH;27.00 ;40.0000 ;KAIROS
MANE-NS200-C;MANECILLA PARA MOTO NS200 CLUTCH;10.00 ;12.0000 ;KAIROS
